2016-09-28 13:50:55,250 - root 用户登录成功
2016-09-28 14:02:08,081 - root 用户登录成功
2016-09-28 14:02:29,528 - root 用户登录成功
2016-09-28 14:02:54,214 - root 用户登录成功
2016-09-28 14:03:07,304 - root 用户登录成功
2016-09-28 14:14:16,422 - root 用户登录成功
2016-09-28 14:20:39,041 - root 用户登录成功
2016-09-28 14:23:39,713 - root 用户登录成功
2016-09-28 14:26:38,033 - root 用户登录成功
2016-09-28 14:26:49,295 - root 用户退出登录
2016-09-28 14:38:04,698 - root 用户登录成功
2016-09-28 15:09:34,243 - root 用户登录成功
2016-09-28 15:10:08,731 - root 用户登录成功
2016-09-28 15:12:46,891 - root 用户登录成功
2016-09-28 15:13:16,420 - root 用户登录成功
2016-09-28 15:15:24,468 - root 用户登录成功
2016-09-28 15:30:26,037 - root 用户登录成功
2016-09-28 15:30:46,541 - root 用户登录成功
2016-09-28 15:32:22,388 - root 用户登录成功
2016-09-28 15:33:24,597 - root 用户登录成功
2016-09-28 15:33:38,384 - 创建了新老师 大明 信息
2016-09-28 15:36:53,981 - root 用户登录成功
2016-09-28 15:38:53,796 - root 用户登录成功
2016-09-28 15:39:26,077 - root 用户登录成功
2016-09-28 15:39:57,484 - root 用户登录成功
2016-09-28 16:28:34,015 - root 用户登录成功
2016-09-28 16:31:03,464 - root 用户登录成功
2016-09-28 16:36:29,062 - root 用户登录成功
2016-09-28 16:37:10,072 - root 用户登录成功
2016-09-28 17:14:30,609 - root 用户登录成功
2016-09-28 17:15:19,402 - root 用户登录成功
2016-09-28 17:15:44,905 - root 用户登录成功
2016-09-28 17:26:56,874 - root 用户登录成功
2016-09-28 19:09:31,455 - root 用户登录成功
2016-09-28 19:10:03,439 - root 用户登录成功
2016-09-28 19:11:13,863 - root 用户登录成功
2016-09-28 19:11:34,667 - root 创建了新的课程 python
2016-09-28 19:21:51,430 - root 用户登录成功
